obs_val,date
71,16-03-2015
76,17-03-2015
74,18-03-2015
69,19-03-2015
71,20-03-2015
74,21-03-2015
73,22-03-2015
73,23-03-2015
72,24-03-2015
65,25-03-2015
68,26-03-2015
75,27-03-2015
74,28-03-2015
73,29-03-2015
69,30-03-2015
71,31-03-2015
78,01-04-2015
72,02-04-2015
73,03-04-2015
73,04-04-2015
73,05-04-2015
69,06-04-2015
77,07-04-2015
80,08-04-2015
70,09-04-2015
70,10-04-2015
73,11-04-2015
73,12-04-2015
81,13-04-2015
68,14-04-2015
72,15-04-2015
68,16-04-2015
69,17-04-2015
71,18-04-2015
73,19-04-2015
73,20-04-2015
84,21-04-2015
74,22-04-2015
71,23-04-2015
74,24-04-2015
82,25-04-2015
71,26-04-2015
66,27-04-2015
68,28-04-2015
73,29-04-2015
71,30-04-2015
73,01-05-2015
72,02-05-2015
74,03-05-2015
74,04-05-2015
71,05-05-2015
70,06-05-2015
71,07-05-2015
82,08-05-2015
90,09-05-2015
81,10-05-2015
82,11-05-2015
71,12-05-2015
76,13-05-2015
86,14-05-2015
75,15-05-2015
79,16-05-2015
85,17-05-2015
78,18-05-2015
79,19-05-2015
79,20-05-2015
81,21-05-2015
77,22-05-2015
79,23-05-2015
80,24-05-2015
75,25-05-2015
78,26-05-2015
76,27-05-2015
79,28-05-2015
75,29-05-2015
77,30-05-2015
75,31-05-2015
74,01-06-2015
75,02-06-2015
82,03-06-2015
83,04-06-2015
84,05-06-2015
75,06-06-2015
76,07-06-2015
73,08-06-2015
79,09-06-2015
76,10-06-2015
76,11-06-2015
79,12-06-2015
74,13-06-2015
76,14-06-2015
82,15-06-2015
85,16-06-2015
84,17-06-2015
89,18-06-2015
79,19-06-2015
79,20-06-2015
75,21-06-2015
74,22-06-2015
77,23-06-2015
75,24-06-2015
77,25-06-2015
75,26-06-2015
81,27-06-2015
80,28-06-2015
81,29-06-2015
80,30-06-2015
80,01-07-2015
79,02-07-2015
77,03-07-2015
81,04-07-2015
73,05-07-2015
73,06-07-2015
73,07-07-2015
71,08-07-2015
73,09-07-2015
75,10-07-2015
81,11-07-2015
76,12-07-2015
77,13-07-2015
75,14-07-2015
74,15-07-2015
77,16-07-2015
77,17-07-2015
75,18-07-2015
77,19-07-2015
77,20-07-2015
75,21-07-2015
76,22-07-2015
78,23-07-2015
73,24-07-2015
77,25-07-2015
83,26-07-2015
75,27-07-2015
73,28-07-2015
71,29-07-2015
71,30-07-2015
70,31-07-2015
71,01-08-2015
71,02-08-2015
73,03-08-2015
81,04-08-2015
79,05-08-2015
74,06-08-2015
71,07-08-2015
71,08-08-2015
74,09-08-2015
75,10-08-2015
77,11-08-2015
75,12-08-2015
74,13-08-2015
72,14-08-2015
79,15-08-2015
81,16-08-2015
75,17-08-2015
82,18-08-2015
75,19-08-2015
76,20-08-2015
70,21-08-2015
77,22-08-2015
72,23-08-2015
79,24-08-2015
77,25-08-2015
78,26-08-2015
77,27-08-2015
84,28-08-2015
77,29-08-2015
83,30-08-2015
78,31-08-2015
76,01-09-2015
75,02-09-2015
79,03-09-2015
81,04-09-2015
77,05-09-2015
75,06-09-2015
85,07-09-2015
77,08-09-2015
74,09-09-2015
89,10-09-2015
90,11-09-2015
77,12-09-2015
75,13-09-2015
79,14-09-2015
80,15-09-2015
81,16-09-2015
82,17-09-2015
75,18-09-2015
83,19-09-2015
85,20-09-2015
78,21-09-2015
75,22-09-2015
80,23-09-2015
83,24-09-2015
86,25-09-2015
96,26-09-2015
87,27-09-2015
83,28-09-2015
89,29-09-2015
93,30-09-2015
77,01-10-2015
77,02-10-2015
75,03-10-2015
82,04-10-2015
77,05-10-2015
80,06-10-2015
79,07-10-2015
76,08-10-2015
77,09-10-2015
75,10-10-2015
72,11-10-2015
77,12-10-2015
77,13-10-2015
79,14-10-2015
77,15-10-2015
77,16-10-2015
79,17-10-2015
79,18-10-2015
76,19-10-2015
77,20-10-2015
78,21-10-2015
76,22-10-2015
79,23-10-2015
83,24-10-2015
90,25-10-2015
74,26-10-2015
77,27-10-2015
71,28-10-2015
78,29-10-2015
79,30-10-2015
76,31-10-2015
81,01-11-2015
83,02-11-2015
79,03-11-2015
78,04-11-2015
81,05-11-2015
77,06-11-2015
73,07-11-2015
77,08-11-2015
81,09-11-2015
79,10-11-2015
80,11-11-2015
79,12-11-2015
91,13-11-2015
83,14-11-2015
93,15-11-2015
83,16-11-2015
78,17-11-2015
77,18-11-2015
77,19-11-2015
72,20-11-2015
75,21-11-2015
77,22-11-2015
73,23-11-2015
75,24-11-2015
73,25-11-2015
72,26-11-2015
65,27-11-2015
84,28-11-2015
74,29-11-2015
79,30-11-2015
81,01-12-2015
81,02-12-2015
76,03-12-2015
91,04-12-2015
82,05-12-2015
78,06-12-2015
83,07-12-2015
89,08-12-2015
79,09-12-2015
85,10-12-2015
84,11-12-2015
78,12-12-2015
75,13-12-2015
75,14-12-2015
74,15-12-2015
79,16-12-2015
75,17-12-2015
84,18-12-2015
80,19-12-2015
67,20-12-2015
70,21-12-2015
59,22-12-2015
53,23-12-2015
57,24-12-2015
66,25-12-2015
60,26-12-2015
75,27-12-2015
80,28-12-2015
79,29-12-2015
72,30-12-2015
63,31-12-2015
86,01-01-2016
83,02-01-2016
84,03-01-2016
86,04-01-2016
91,05-01-2016
93,06-01-2016
83,07-01-2016
82,08-01-2016
75,09-01-2016
80,10-01-2016
81,11-01-2016
79,12-01-2016
82,13-01-2016
80,14-01-2016
86,15-01-2016
91,16-01-2016
82,17-01-2016
92,18-01-2016
93,19-01-2016
87,20-01-2016
86,21-01-2016
84,22-01-2016
87,23-01-2016
86,24-01-2016
84,25-01-2016
82,26-01-2016
74,27-01-2016
87,28-01-2016
75,29-01-2016
80,30-01-2016
75,31-01-2016
77,01-02-2016
76,02-02-2016
71,03-02-2016
69,04-02-2016
76,05-02-2016
82,06-02-2016
84,07-02-2016
87,08-02-2016
94,09-02-2016
93,10-02-2016
91,11-02-2016
85,12-02-2016
86,13-02-2016
88,14-02-2016
91,15-02-2016
67,16-02-2016
86,17-02-2016
93,18-02-2016
94,19-02-2016
94,20-02-2016
90,21-02-2016
85,22-02-2016
89,23-02-2016
75,24-02-2016
95,25-02-2016
87,26-02-2016
86,27-02-2016
83,28-02-2016
84,29-02-2016
89,01-03-2016
81,02-03-2016
84,03-03-2016
84,04-03-2016
85,05-03-2016
81,06-03-2016
89,07-03-2016
94,08-03-2016
82,09-03-2016
90,10-03-2016
92,11-03-2016
84,12-03-2016
81,13-03-2016
83,14-03-2016
93,15-03-2016
88,16-03-2016
87,17-03-2016
82,18-03-2016
87,19-03-2016
85,20-03-2016
88,21-03-2016
83,22-03-2016
89,23-03-2016
82,24-03-2016
81,25-03-2016
80,26-03-2016
85,27-03-2016
89,28-03-2016
94,29-03-2016
85,30-03-2016
92,31-03-2016
89,01-04-2016
89,02-04-2016
80,03-04-2016
85,04-04-2016
86,05-04-2016
81,06-04-2016
82,07-04-2016
88,08-04-2016
90,09-04-2016
88,10-04-2016
80,11-04-2016
85,12-04-2016
83,13-04-2016
94,14-04-2016
95,15-04-2016
87,16-04-2016
87,17-04-2016
83,18-04-2016
96,19-04-2016
70,20-04-2016
95,21-04-2016
88,22-04-2016
85,23-04-2016
79,24-04-2016
82,25-04-2016
87,26-04-2016
88,27-04-2016
84,28-04-2016
85,29-04-2016
95,30-04-2016
92,01-05-2016
88,02-05-2016
93,03-05-2016
94,04-05-2016
91,05-05-2016
88,06-05-2016
95,07-05-2016
96,08-05-2016
94,09-05-2016
95,10-05-2016
96,11-05-2016
97,12-05-2016
95,13-05-2016
93,14-05-2016
91,15-05-2016
87,16-05-2016
82,17-05-2016
83,18-05-2016
87,19-05-2016
86,20-05-2016
92,21-05-2016
87,22-05-2016
85,23-05-2016
82,24-05-2016
83,25-05-2016
81,26-05-2016
97,27-05-2016
92,28-05-2016
84,29-05-2016
82,30-05-2016
95,31-05-2016
85,01-06-2016
83,02-06-2016
86,03-06-2016
84,04-06-2016
83,05-06-2016
83,06-06-2016
94,07-06-2016
94,08-06-2016
92,09-06-2016
85,10-06-2016
87,11-06-2016
85,12-06-2016
84,13-06-2016
81,14-06-2016
84,15-06-2016
83,16-06-2016
82,17-06-2016
80,18-06-2016
90,19-06-2016
89,20-06-2016
80,21-06-2016
79,22-06-2016
80,23-06-2016
78,24-06-2016
83,25-06-2016
90,26-06-2016
87,27-06-2016
88,28-06-2016
87,29-06-2016
86,30-06-2016
84,01-07-2016
86,02-07-2016
81,03-07-2016
84,04-07-2016
84,05-07-2016
83,06-07-2016
84,07-07-2016
84,08-07-2016
86,09-07-2016
81,10-07-2016
87,11-07-2016
82,12-07-2016
83,13-07-2016
86,14-07-2016
82,15-07-2016
90,16-07-2016
88,17-07-2016
84,18-07-2016
83,19-07-2016
83,20-07-2016
84,21-07-2016
84,22-07-2016
83,23-07-2016
85,24-07-2016
91,25-07-2016
90,26-07-2016
91,27-07-2016
87,28-07-2016
86,29-07-2016
88,30-07-2016
85,31-07-2016
88,01-08-2016
85,02-08-2016
85,03-08-2016
87,04-08-2016
82,05-08-2016
82,06-08-2016
81,07-08-2016
82,08-08-2016
83,09-08-2016
81,10-08-2016
82,11-08-2016
80,12-08-2016
83,13-08-2016
83,14-08-2016
84,15-08-2016
82,16-08-2016
79,17-08-2016
81,18-08-2016
81,19-08-2016
84,20-08-2016
85,21-08-2016
86,22-08-2016
83,23-08-2016
82,24-08-2016
83,25-08-2016
85,26-08-2016
85,27-08-2016
85,28-08-2016
84,29-08-2016
82,30-08-2016
86,31-08-2016
85,01-09-2016
85,02-09-2016
83,03-09-2016
85,04-09-2016
85,05-09-2016
83,06-09-2016
80,07-09-2016
81,08-09-2016
83,09-09-2016
82,10-09-2016
83,11-09-2016
83,12-09-2016
83,13-09-2016
83,14-09-2016
86,15-09-2016
86,16-09-2016
84,17-09-2016
84,18-09-2016
83,19-09-2016
83,20-09-2016
83,21-09-2016
83,22-09-2016
83,23-09-2016
81,24-09-2016
82,25-09-2016
83,26-09-2016
84,27-09-2016
85,28-09-2016
89,29-09-2016
82,30-09-2016
80,01-10-2016
83,02-10-2016
86,03-10-2016
82,04-10-2016
79,05-10-2016
76,06-10-2016
75,07-10-2016
79,08-10-2016
79,09-10-2016
78,10-10-2016
78,11-10-2016
83,12-10-2016
84,13-10-2016
86,14-10-2016
94,15-10-2016
91,16-10-2016
89,17-10-2016
88,18-10-2016
94,19-10-2016
78,20-10-2016
80,21-10-2016
95,22-10-2016
91,23-10-2016
93,24-10-2016
92,25-10-2016
93,26-10-2016
91,27-10-2016
85,28-10-2016
87,29-10-2016
92,30-10-2016
95,31-10-2016
96,01-11-2016
89,02-11-2016
90,03-11-2016
97,04-11-2016
95,05-11-2016
96,06-11-2016
92,07-11-2016
85,08-11-2016
93,09-11-2016
94,10-11-2016
89,11-11-2016
95,12-11-2016
89,13-11-2016
94,14-11-2016
92,15-11-2016
95,16-11-2016
96,17-11-2016
94,18-11-2016
95,19-11-2016
88,20-11-2016
95,21-11-2016
95,22-11-2016
94,23-11-2016
80,24-11-2016
85,25-11-2016
83,26-11-2016
87,27-11-2016
84,28-11-2016
82,29-11-2016
77,30-11-2016
84,01-12-2016
89,02-12-2016
88,03-12-2016
90,04-12-2016
80,05-12-2016
75,06-12-2016
86,07-12-2016
85,08-12-2016
89,09-12-2016
91,10-12-2016
78,11-12-2016
73,12-12-2016
80,13-12-2016
81,14-12-2016
90,15-12-2016
87,16-12-2016
83,17-12-2016
79,18-12-2016
89,19-12-2016
92,20-12-2016
95,21-12-2016
74,22-12-2016
79,23-12-2016
84,24-12-2016
83,25-12-2016
80,26-12-2016
96,27-12-2016
96,28-12-2016
91,29-12-2016
84,30-12-2016
84,31-12-2016
78,01-01-2017
78,02-01-2017
79,03-01-2017
78,04-01-2017
79,05-01-2017
77,06-01-2017
68,07-01-2017
77,08-01-2017
73,09-01-2017
88,10-01-2017
82,11-01-2017
90,12-01-2017
64,13-01-2017
81,14-01-2017
69,15-01-2017
69,16-01-2017
69,17-01-2017
72,18-01-2017
76,19-01-2017
88,20-01-2017
95,21-01-2017
85,22-01-2017
84,23-01-2017
90,24-01-2017
87,25-01-2017
93,26-01-2017
93,27-01-2017
96,28-01-2017
89,29-01-2017
90,30-01-2017
84,31-01-2017
77,01-02-2017
74,02-02-2017
72,03-02-2017
71,04-02-2017
75,05-02-2017
75,06-02-2017
86,07-02-2017
82,08-02-2017
77,09-02-2017
80,10-02-2017
77,11-02-2017
76,12-02-2017
86,13-02-2017
93,14-02-2017
79,15-02-2017
70,16-02-2017
77,17-02-2017
83,18-02-2017
94,19-02-2017
91,20-02-2017
92,21-02-2017
86,22-02-2017
86,23-02-2017
94,24-02-2017
90,25-02-2017
87,26-02-2017
85,27-02-2017
85,28-02-2017
87,01-03-2017
85,02-03-2017
95,03-03-2017
87,04-03-2017
85,05-03-2017
84,06-03-2017
83,07-03-2017
91,08-03-2017
88,09-03-2017
91,10-03-2017
94,11-03-2017
94,12-03-2017
92,13-03-2017
95,14-03-2017
94,15-03-2017
91,16-03-2017
88,17-03-2017
88,18-03-2017
85,19-03-2017
84,20-03-2017
86,21-03-2017
89,22-03-2017
84,23-03-2017
82,24-03-2017
86,25-03-2017
81,26-03-2017
86,27-03-2017
87,28-03-2017
94,29-03-2017
87,30-03-2017
92,31-03-2017
88,01-04-2017
84,02-04-2017
89,03-04-2017
87,04-04-2017
84,05-04-2017
81,06-04-2017
84,07-04-2017
85,08-04-2017
90,09-04-2017
84,10-04-2017
96,11-04-2017
94,12-04-2017
88,13-04-2017
80,14-04-2017
81,15-04-2017
80,16-04-2017
80,17-04-2017
79,18-04-2017
76,19-04-2017
76,20-04-2017
78,21-04-2017
78,22-04-2017
80,23-04-2017
82,24-04-2017
81,25-04-2017
81,26-04-2017
82,27-04-2017
86,28-04-2017
85,29-04-2017
85,30-04-2017
84,01-05-2017
80,02-05-2017
80,03-05-2017
83,04-05-2017
90,05-05-2017
91,06-05-2017
94,07-05-2017
89,08-05-2017
90,09-05-2017
88,10-05-2017
90,11-05-2017
90,12-05-2017
79,13-05-2017
82,14-05-2017
78,15-05-2017
79,16-05-2017
80,17-05-2017
89,18-05-2017
85,19-05-2017
83,20-05-2017
86,21-05-2017
81,22-05-2017
83,23-05-2017
95,24-05-2017
86,25-05-2017
86,26-05-2017
83,27-05-2017
84,28-05-2017
88,29-05-2017
84,30-05-2017
82,31-05-2017
82,01-06-2017
92,02-06-2017
85,03-06-2017
86,04-06-2017
84,05-06-2017
89,06-06-2017
85,07-06-2017
84,08-06-2017
82,09-06-2017
88,10-06-2017
83,11-06-2017
85,12-06-2017
87,13-06-2017
91,14-06-2017
91,15-06-2017
94,16-06-2017
89,17-06-2017
87,18-06-2017
84,19-06-2017
86,20-06-2017
86,21-06-2017
89,22-06-2017
84,23-06-2017
85,24-06-2017
87,25-06-2017
93,26-06-2017
94,27-06-2017
86,28-06-2017
82,29-06-2017
82,30-06-2017
83,01-07-2017
82,02-07-2017
81,03-07-2017
84,04-07-2017
83,05-07-2017
83,06-07-2017
85,07-07-2017
83,08-07-2017
94,09-07-2017
84,10-07-2017
83,11-07-2017
84,12-07-2017
85,13-07-2017
83,14-07-2017
83,15-07-2017
83,16-07-2017
81,17-07-2017
88,18-07-2017
86,19-07-2017
89,20-07-2017
87,21-07-2017
79,22-07-2017
79,23-07-2017
80,24-07-2017
81,25-07-2017
81,26-07-2017
80,27-07-2017
80,28-07-2017
80,29-07-2017
83,30-07-2017
83,31-07-2017
83,01-08-2017
80,02-08-2017
83,03-08-2017
84,04-08-2017
82,05-08-2017
86,06-08-2017
84,07-08-2017
83,08-08-2017
83,09-08-2017
84,10-08-2017
80,11-08-2017
82,12-08-2017
83,13-08-2017
85,14-08-2017
84,15-08-2017
80,16-08-2017
87,17-08-2017
88,18-08-2017
91,19-08-2017
83,20-08-2017
87,21-08-2017
83,22-08-2017
82,23-08-2017
84,24-08-2017
83,25-08-2017
84,26-08-2017
87,27-08-2017
85,28-08-2017
83,29-08-2017
83,30-08-2017
90,31-08-2017
96,01-09-2017
85,02-09-2017
86,03-09-2017
92,04-09-2017
86,05-09-2017
92,06-09-2017
95,07-09-2017
88,08-09-2017
91,09-09-2017
91,10-09-2017
89,11-09-2017
90,12-09-2017
97,13-09-2017
95,14-09-2017
85,15-09-2017
83,16-09-2017
86,17-09-2017
86,18-09-2017
82,19-09-2017
84,20-09-2017
78,21-09-2017
81,22-09-2017
79,23-09-2017
83,24-09-2017
86,25-09-2017
92,26-09-2017
88,27-09-2017
85,28-09-2017
84,29-09-2017
82,30-09-2017
92,01-10-2017
86,02-10-2017
88,03-10-2017
91,04-10-2017
90,05-10-2017
96,06-10-2017
92,07-10-2017
95,08-10-2017
95,09-10-2017
86,10-10-2017
96,11-10-2017
95,12-10-2017
93,13-10-2017
90,14-10-2017
90,15-10-2017
80,16-10-2017
85,17-10-2017
86,18-10-2017
94,19-10-2017
87,20-10-2017
94,21-10-2017
88,22-10-2017
89,23-10-2017
92,24-10-2017
88,25-10-2017
90,26-10-2017
86,27-10-2017
95,28-10-2017
95,29-10-2017
94,30-10-2017
96,31-10-2017
91,01-11-2017
91,02-11-2017
93,03-11-2017
96,04-11-2017
94,05-11-2017
96,06-11-2017
96,07-11-2017
96,08-11-2017
88,09-11-2017
89,10-11-2017
89,11-11-2017
84,12-11-2017
79,13-11-2017
88,14-11-2017
86,15-11-2017
88,16-11-2017
85,17-11-2017
85,18-11-2017
95,19-11-2017
96,20-11-2017
96,21-11-2017
92,22-11-2017
85,23-11-2017
77,24-11-2017
95,25-11-2017
92,26-11-2017
91,27-11-2017
93,28-11-2017
96,29-11-2017
96,30-11-2017
97,01-12-2017
96,02-12-2017
88,03-12-2017
90,04-12-2017
89,05-12-2017
87,06-12-2017
91,07-12-2017
91,08-12-2017
86,09-12-2017
88,10-12-2017
86,11-12-2017
89,12-12-2017
96,13-12-2017
96,14-12-2017
93,15-12-2017
86,16-12-2017
78,17-12-2017
76,18-12-2017
86,19-12-2017
90,20-12-2017
92,21-12-2017
78,22-12-2017
82,23-12-2017
86,24-12-2017
84,25-12-2017
85,26-12-2017
77,27-12-2017
71,28-12-2017
75,29-12-2017
82,30-12-2017
85,31-12-2017
88,01-01-2018
85,02-01-2018
78,03-01-2018
76,04-01-2018
70,05-01-2018
66,06-01-2018
68,07-01-2018
81,08-01-2018
82,09-01-2018
93,10-01-2018
87,11-01-2018
94,12-01-2018
95,13-01-2018
82,14-01-2018
71,15-01-2018
78,16-01-2018
70,17-01-2018
76,18-01-2018
79,19-01-2018
76,20-01-2018
80,21-01-2018
85,22-01-2018
86,23-01-2018
74,24-01-2018
73,25-01-2018
80,26-01-2018
73,27-01-2018
76,28-01-2018
87,29-01-2018
84,30-01-2018
78,31-01-2018
82,01-02-2018
72,02-02-2018
70,03-02-2018
86,04-02-2018
84,05-02-2018
96,06-02-2018
92,07-02-2018
93,08-02-2018
89,09-02-2018
91,10-02-2018
83,11-02-2018
78,12-02-2018
80,13-02-2018
83,14-02-2018
88,15-02-2018
65,16-02-2018
63,17-02-2018
85,18-02-2018
71,19-02-2018
82,20-02-2018
79,21-02-2018
84,22-02-2018
85,23-02-2018
82,24-02-2018
84,25-02-2018
93,26-02-2018
90,27-02-2018
95,28-02-2018
88,01-03-2018
93,02-03-2018
93,03-03-2018
89,04-03-2018
88,05-03-2018
85,06-03-2018
82,07-03-2018
88,08-03-2018
92,09-03-2018
86,10-03-2018
84,11-03-2018
90,12-03-2018
92,13-03-2018
89,14-03-2018
77,15-03-2018
84,16-03-2018
86,17-03-2018
85,18-03-2018
93,19-03-2018
82,20-03-2018
87,21-03-2018
80,22-03-2018
83,23-03-2018
82,24-03-2018
81,25-03-2018
91,26-03-2018
91,27-03-2018
84,28-03-2018
80,29-03-2018
80,30-03-2018
86,31-03-2018
85,01-04-2018
87,02-04-2018
87,03-04-2018
88,04-04-2018
87,05-04-2018
90,06-04-2018
94,07-04-2018
86,08-04-2018
93,09-04-2018
91,10-04-2018
94,11-04-2018
96,12-04-2018
95,13-04-2018
94,14-04-2018
92,15-04-2018
93,16-04-2018
91,17-04-2018
95,18-04-2018
88,19-04-2018
88,20-04-2018
86,21-04-2018
85,22-04-2018
84,23-04-2018
82,24-04-2018
96,25-04-2018
86,26-04-2018
95,27-04-2018
92,28-04-2018
89,29-04-2018
84,30-04-2018
84,01-05-2018
93,02-05-2018
93,03-05-2018
89,04-05-2018
94,05-05-2018
88,06-05-2018
92,07-05-2018
93,08-05-2018
88,09-05-2018
92,10-05-2018
93,11-05-2018
96,12-05-2018
87,13-05-2018
93,14-05-2018
86,15-05-2018
95,16-05-2018
96,17-05-2018
93,18-05-2018
96,19-05-2018
84,20-05-2018
95,21-05-2018
83,22-05-2018
95,23-05-2018
91,24-05-2018
95,25-05-2018
93,26-05-2018
88,27-05-2018
80,28-05-2018
85,29-05-2018
81,30-05-2018
82,31-05-2018
84,01-06-2018
86,02-06-2018
87,03-06-2018
85,04-06-2018
84,05-06-2018
83,06-06-2018
87,07-06-2018
81,08-06-2018
84,09-06-2018
86,10-06-2018
82,11-06-2018
81,12-06-2018
86,13-06-2018
89,14-06-2018
88,15-06-2018
92,16-06-2018
88,17-06-2018
84,18-06-2018
84,19-06-2018
89,20-06-2018
90,21-06-2018
85,22-06-2018
93,23-06-2018
90,24-06-2018
84,25-06-2018
85,26-06-2018
78,27-06-2018
86,28-06-2018
88,29-06-2018
81,30-06-2018
87,01-07-2018
84,02-07-2018
83,03-07-2018
80,04-07-2018
81,05-07-2018
81,06-07-2018
83,07-07-2018
86,08-07-2018
85,09-07-2018
85,10-07-2018
89,11-07-2018
90,12-07-2018
88,13-07-2018
89,14-07-2018
88,15-07-2018
84,16-07-2018
88,17-07-2018
85,18-07-2018
88,19-07-2018
86,20-07-2018
85,21-07-2018
84,22-07-2018
82,23-07-2018
85,24-07-2018
83,25-07-2018
83,26-07-2018
84,27-07-2018
84,28-07-2018
86,29-07-2018
86,30-07-2018
89,31-07-2018
89,01-08-2018
88,02-08-2018
86,03-08-2018
84,04-08-2018
83,05-08-2018
85,06-08-2018
89,07-08-2018
95,08-08-2018
89,09-08-2018
86,10-08-2018
86,11-08-2018
89,12-08-2018
91,13-08-2018
89,14-08-2018
89,15-08-2018
93,16-08-2018
86,17-08-2018
84,18-08-2018
87,19-08-2018
88,20-08-2018
85,21-08-2018
84,22-08-2018
82,23-08-2018
86,24-08-2018
84,25-08-2018
86,26-08-2018
84,27-08-2018
83,28-08-2018
82,29-08-2018
83,30-08-2018
86,31-08-2018
88,01-09-2018
85,02-09-2018
84,03-09-2018
86,04-09-2018
81,05-09-2018
81,06-09-2018
79,07-09-2018
83,08-09-2018
83,09-09-2018
85,10-09-2018
83,11-09-2018
80,12-09-2018
79,13-09-2018
78,14-09-2018
78,15-09-2018
80,16-09-2018
81,17-09-2018
85,18-09-2018
80,19-09-2018
84,20-09-2018
95,21-09-2018
92,22-09-2018
91,23-09-2018
95,24-09-2018
92,25-09-2018
89,26-09-2018
91,27-09-2018
92,28-09-2018
95,29-09-2018
92,30-09-2018
96,01-10-2018
95,02-10-2018
90,03-10-2018
90,04-10-2018
92,05-10-2018
96,06-10-2018
96,07-10-2018
93,08-10-2018
97,09-10-2018
92,10-10-2018
93,11-10-2018
91,12-10-2018
92,13-10-2018
89,14-10-2018
93,15-10-2018
94,16-10-2018
91,17-10-2018
91,18-10-2018
94,19-10-2018
94,20-10-2018
94,21-10-2018
96,22-10-2018
96,23-10-2018
95,24-10-2018
95,25-10-2018
96,26-10-2018
88,27-10-2018
85,28-10-2018
83,29-10-2018
83,30-10-2018
85,31-10-2018
95,01-11-2018
96,02-11-2018
94,03-11-2018
92,04-11-2018
91,05-11-2018
93,06-11-2018
94,07-11-2018
96,08-11-2018
94,09-11-2018
83,10-11-2018
86,11-11-2018
92,12-11-2018
91,13-11-2018
93,14-11-2018
88,15-11-2018
90,16-11-2018
87,17-11-2018
95,18-11-2018
95,19-11-2018
91,20-11-2018
85,21-11-2018
88,22-11-2018
95,23-11-2018
95,24-11-2018
91,25-11-2018
82,26-11-2018
88,27-11-2018
96,28-11-2018
95,29-11-2018
93,30-11-2018
81,01-12-2018
84,02-12-2018
95,03-12-2018
93,04-12-2018
95,05-12-2018
85,06-12-2018
87,07-12-2018
81,08-12-2018
83,09-12-2018
82,10-12-2018
81,11-12-2018
86,12-12-2018
87,13-12-2018
86,14-12-2018
87,15-12-2018
89,16-12-2018
88,17-12-2018
91,18-12-2018
80,19-12-2018
81,20-12-2018
87,21-12-2018
89,22-12-2018
89,23-12-2018
95,24-12-2018
95,25-12-2018
92,26-12-2018
90,27-12-2018
88,28-12-2018
76,29-12-2018
81,30-12-2018
82,31-12-2018
73,01-01-2016
71,02-01-2016
65,03-01-2016
67,04-01-2016
76,05-01-2016
79,06-01-2016
70,07-01-2016
67,08-01-2016
62,09-01-2016
67,10-01-2016
62,11-01-2016
59,12-01-2016
56,13-01-2016
59,14-01-2016
69,15-01-2016
72,16-01-2016
70,17-01-2016
74,18-01-2016
77,19-01-2016
75,20-01-2016
75,21-01-2016
69,22-01-2016
73,23-01-2016
69,24-01-2016
72,25-01-2016
65,26-01-2016
62,27-01-2016
67,28-01-2016
73,29-01-2016
56,30-01-2016
65,31-01-2016
65,01-02-2016
53,02-02-2016
54,03-02-2016
61,04-02-2016
61,05-02-2016
66,06-02-2016
71,07-02-2016
71,08-02-2016
72,09-02-2016
76,10-02-2016
70,11-02-2016
73,12-02-2016
73,13-02-2016
73,14-02-2016
74,15-02-2016
64,16-02-2016
61,17-02-2016
72,18-02-2016
73,19-02-2016
80,20-02-2016
73,21-02-2016
72,22-02-2016
69,23-02-2016
61,24-02-2016
80,25-02-2016
70,26-02-2016
68,27-02-2016
64,28-02-2016
68,29-02-2016
72,01-03-2016
68,02-03-2016
63,03-03-2016
64,04-03-2016
71,05-03-2016
72,06-03-2016
71,07-03-2016
72,08-03-2016
77,09-03-2016
77,10-03-2016
76,11-03-2016
78,12-03-2016
71,13-03-2016
71,14-03-2016
70,15-03-2016
73,16-03-2016
70,17-03-2016
72,18-03-2016
68,19-03-2016
69,20-03-2016
75,21-03-2016
70,22-03-2016
66,23-03-2016
69,24-03-2016
69,25-03-2016
66,26-03-2016
66,27-03-2016
67,28-03-2016
68,29-03-2016
71,30-03-2016
68,31-03-2016
68,01-04-2016
66,02-04-2016
66,03-04-2016
69,04-04-2016
68,05-04-2016
70,06-04-2016
74,07-04-2016
67,08-04-2016
69,09-04-2016
75,10-04-2016
70,11-04-2016
73,12-04-2016
71,13-04-2016
73,14-04-2016
72,15-04-2016
74,16-04-2016
75,17-04-2016
69,18-04-2016
83,19-04-2016
78,20-04-2016
74,21-04-2016
75,22-04-2016
72,23-04-2016
69,24-04-2016
71,25-04-2016
74,26-04-2016
68,27-04-2016
65,28-04-2016
68,29-04-2016
76,30-04-2016
73,01-05-2016
73,02-05-2016
68,03-05-2016
73,04-05-2016
74,05-05-2016
75,06-05-2016
73,07-05-2016
76,08-05-2016
77,09-05-2016
70,10-05-2016
78,11-05-2016
82,12-05-2016
77,13-05-2016
79,14-05-2016
95,15-05-2016
88,16-05-2016
85,17-05-2016
74,18-05-2016
83,19-05-2016
79,20-05-2016
86,21-05-2016
83,22-05-2016
80,23-05-2016
86,24-05-2016
77,25-05-2016
77,26-05-2016
84,27-05-2016
85,28-05-2016
80,29-05-2016
82,30-05-2016
83,31-05-2016
79,01-06-2016
75,02-06-2016
76,03-06-2016
83,04-06-2016
75,05-06-2016
75,06-06-2016
83,07-06-2016
83,08-06-2016
82,09-06-2016
79,10-06-2016
77,11-06-2016
81,12-06-2016
75,13-06-2016
76,14-06-2016
75,15-06-2016
